area,transError.std.std
3629.2829625,0.197657005465
3749.9122125,0.0888341978949
515.11,0.0536568207547
92.620625,0.0531756045959
419.118560455,0.0388866547706
268.7265625,0.207135681695
2711.72494554,0.204774691356
1020.60351562,0.258492090208
1120.46556127,0.0429963941514
441.159665625,0.0500640527086
768.704681585,0.160692173355
375.53625,0.0364422115207
214.91426475,0.115579807708
626.622469523,0.0370592039719
121.8046875,0.0491585794691
1233.26750596,0.0890782760547
2003.5,0.092571482715
1244.54759766,0.138087316178
279.4009375,0.283472780901
256.2996875,0.155756377989
434.9653125,0.273444335576
397.378125,0.301796672041
300.230625,0.15137538147
325.31,1.09223982879
231.629375,0.167680135625
235.2825,0.390698889866
547.4859375,0.145785206544
1196.88557207,0.23374692862
322.763125,0.0547581142166
1235.16935698,0.0669920319093
1486.08538919,0.391347667119
5351.94959335,0.258741211908
1312.1154,0.35561401166
1269.8764875,0.382246016935
290.0184375,0.155138806672
704.7703125,0.177945288381
323.6559375,0.0530782981644
786.936585364,0.0549553057413
1276.3958515,0.21615872905
1203.42228531,0.0819226964463
774.963125,0.293317732168
786.40125,0.127652611947
1054.32679687,0.221674636893
1224.61670978,0.0853392946102
2419.47625,0.357301613152
1934.39945026,0.453233740742
852.118300775,0.179230997901
2354.8528125,0.236587447923
1177.07375,0.110170635227
3249.62426032,0.188751485919
654.106850714,0.0621497895481
657.353612623,0.0834510200204
1073.86429004,0.126944549297
2396.76446011,0.109794391941
1041.21327443,0.107098494917
1933.90139917,0.151433371273
1647.76381253,0.185990376251
1218.21311288,0.064450068138
566.726642893,0.0378693543451
566.381786317,0.075847820682
2313.45559827,0.117333490955
1184.450625,0.129796983767
459.930625,0.239664370415
1119.8547,0.105334107197
734.15,0.149483092715
534.7525,0.0596299714663
1631.6725,0.141523549212
365.2209375,0.294155507688
460.9959375,0.0743403423368
707.949375,0.198682666526
1710.57095749,0.355724934863
739.903125,0.0562958637779
2306.9446875,0.116143743091
441.6625,0.177137692319
