voronoi_density,rotError.std.mean
0.00808823529412,0.0134886818182
0.00955699352912,0.00848306666667
0.0116912972085,0.00990715789474
0.0344632768362,0.00666489285714
0.0215053763441,0.00854714285714
0.00925140387024,0.0154531111111
0.00519180106663,0.0139629166667
0.00722834459059,0.0142382727273
0.0129516019087,0.00927660869565
0.0176991150442,0.00886394594595
0.0190476190476,0.0103236571429
0.0253086419753,0.00831244
0.0246913580247,0.0120980666667
0.0173913043478,0.00902981081081
0.0238095238095,0.0070672
0.0285714285714,0.00862697142857
0.0090424298632,0.0107663448276
0.00713667820069,0.0146358235294
0.00740202062177,0.0153069130435
0.0131513647643,0.00836128571429
0.00484541088869,0.0141560606061
0.00866896039938,0.0130143076923
0.010447761194,0.0213154358974
0.00595238095238,0.0118386923077
0.0151079136691,0.0129007
0.0131567778627,0.0117434782609
0.0238095238095,0.0171069
0.00812851405622,0.0201348076923
0.00904977375566,0.00883107692308
0.00721522115147,0.00979857575758
0.00719244167105,0.0108434193548
0.0105263157895,0.01273672
0.00400898812284,0.0201676538462
0.00480478499412,0.0242387692308
0.00671096345515,0.0134642666667
0.0058288988948,0.0164263142857
0.0263157894737,0.008347
0.00938926320365,0.0136369583333
0.00892348585533,0.0145126
0.0190476190476,0.0110901538462
0.00642957604983,0.0162626538462
0.00740228294708,0.0139900769231
0.015503875969,0.0113885652174
0.00952380952381,0.00808025641026
0.00724618860868,0.0127977692308
0.00697674418605,0.0142507037037
0.0108634470337,0.0175852258065
0.0097678694553,0.0131790810811
0.0116271344097,0.0140931785714
0.00765140004341,0.013008
0.013986013986,0.0124418666667
0.0114093556717,0.01217428
0.0137931034483,0.0113095
0.00769163788349,0.01085984
0.0118343195266,0.013217275
0.00844979919679,0.0138498148148
0.0132155083194,0.00906033333333
0.0105814273905,0.0113865483871
0.0116959064327,0.01360234375
0.0121212121212,0.0114615121951
0.103896103896,0.00809121428571
0.0161290322581,0.0116139666667
0.00793650793651,0.0140091666667
0.013698630137,0.0103575555556
0.00836649321498,0.0173899090909
0.015873015873,0.0105403103448
0.0088868459358,0.0152154583333
0.00749872902898,0.00999909375
0.0093023255814,0.00975977777778
0.00440412804838,0.0581752916667
0.0104161102505,0.00897219230769
0.00822963331674,0.00749868
0.00921283274224,0.00801097368421
0.00318368544601,0.0207175

5-Fold RMSE:,0.00870964120701,0.0021568978585,0.0123268229015,0.00412704955586,0.00412704955586
Average 5-Fold RMSE:,0.00622850749775

5-Fold rsquared:,-0.307798781198,0.181282618436,-0.0155814612002,-4.76655143207,-4.76655143207
Average 5-Fold rsquared:,-1.00026701952
